VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
1398452,VCV001398452,2154342594,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849130.1,conflicting_interpretations,"['31911673', '31911673']",2
1398452,VCV001398452,2154342594,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-03-26,Uncertain significance,Uncertain significance,,SCV002168022.4,conflicting_interpretations,['28492532'],1
665681,VCV000665681,1597863410,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2018-10-04,Uncertain significance,Uncertain significance,,SCV000964885.5,conflicting_interpretations,['28492532'],1
665681,VCV000665681,1597863410,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846739.1,conflicting_interpretations,"['31911673', '31911673']",2
1398676,VCV001398676,1567800325,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-04-26,Uncertain significance,Uncertain significance,,SCV002175283.4,conflicting_interpretations,"['27062684', '28492532']",2
1398676,VCV001398676,1567800325,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846076.1,conflicting_interpretations,"['31911673', '31911673']",2
665745,VCV000665745,760810832,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2019-01-03,Uncertain significance,Uncertain significance,,SCV000964976.1,conflicting_interpretations,['28492532'],1
665745,VCV000665745,760810832,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847822.1,conflicting_interpretations,"['31911673', '31911673']",2
409304,VCV000409304,1060502329,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2016-04-01,Uncertain significance,Uncertain significance,,SCV000549274.6,conflicting_interpretations,['28492532'],1
409304,VCV000409304,1060502329,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851100.1,conflicting_interpretations,"['31911673', '31911673']",2
665843,VCV000665843,1597830347,BRCA1,"CONFLICT: CHEO Genetics Diagnostic Laboratory, Children's Hospital of Eastern Ontario",,Multiple interpretations exist,Conflicting interpretations,2021-02-12,Uncertain significance,Uncertain significance,,SCV002043449.1,conflicting_interpretations,['25741868'],1
665843,VCV000665843,1597830347,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-09-12,Likely pathogenic,Likely pathogenic,,SCV005100999.2,conflicting_interpretations,['33471991'],1
1050740,VCV001050740,2154464961,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846083.1,conflicting_interpretations,"['31911673', '31911673']",2
824131,VCV000824131,1597861763,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849918.1,conflicting_interpretations,"['31911673', '31911673']",2
1403802,VCV001403802,2154315177,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-07-01,Uncertain significance,Uncertain significance,,SCV002175826.4,conflicting_interpretations,['28492532'],1
1403802,VCV001403802,2154315177,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848534.1,conflicting_interpretations,"['31911673', '31911673']",2
409306,VCV000409306,1060502330,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849197.1,conflicting_interpretations,"['31911673', '31911673']",2
409306,VCV000409306,1060502330,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2024-02-22,Uncertain Significance,Uncertain significance,,SCV005428542.1,conflicting_interpretations,['25741868'],1
570066,VCV000570066,1567793150,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2022-11-22,Uncertain significance,Uncertain significance,,SCV001341645.3,conflicting_interpretations,['25741868'],1
570066,VCV000570066,1567793150,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849173.1,conflicting_interpretations,"['31911673', '31911673']",2
1404686,VCV001404686,587782241,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-03-21,Uncertain significance,Uncertain significance,,SCV002176256.4,conflicting_interpretations,['28492532'],1
1404686,VCV001404686,587782241,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849332.1,conflicting_interpretations,"['31911673', '31911673']",2
824187,VCV000824187,1597861451,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848039.1,conflicting_interpretations,"['31911673', '31911673']",2
824193,VCV000824193,1597861381,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847995.1,conflicting_interpretations,"['31911673', '31911673']",2
1405927,VCV001405927,2154486087,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-01-30,Uncertain significance,Uncertain significance,,SCV002178876.4,conflicting_interpretations,['28492532'],1
1405927,VCV001405927,2154486087,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846301.1,conflicting_interpretations,"['31911673', '31911673']",2
462616,VCV000462616,1555587402,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-09-20,Uncertain significance,Uncertain significance,,SCV000635908.5,conflicting_interpretations,['28492532'],1
462616,VCV000462616,1555587402,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846575.1,conflicting_interpretations,"['31911673', '31911673']",2
865597,VCV000865597,2054689945,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-01-03,Uncertain significance,Uncertain significance,,SCV004263298.2,conflicting_interpretations,"['30209399', '28492532']",2
865597,VCV000865597,2054689945,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-10-15,Likely benign,Likely benign,,SCV005547467.1,conflicting_interpretations,['30209399'],1
1051872,VCV001051872,1055368753,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-08-08,Uncertain significance,Uncertain significance,,SCV001555855.5,conflicting_interpretations,['28492532'],1
1051872,VCV001051872,1055368753,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851779.1,conflicting_interpretations,"['31911673', '31911673']",2
1052268,VCV001052268,2053714262,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-01-08,Uncertain significance,Uncertain significance,,SCV001556332.5,conflicting_interpretations,['28492532'],1
1052268,VCV001052268,2053714262,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849426.1,conflicting_interpretations,"['31911673', '31911673']",2
570469,VCV000570469,747172803,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847880.1,conflicting_interpretations,"['31911673', '31911673']",2
570469,VCV000570469,747172803,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2024-08-08,Uncertain significance,Uncertain significance,,SCV001358884.3,conflicting_interpretations,"['26689913', '25741868']",2
1407672,VCV001407672,1367761716,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848986.1,conflicting_interpretations,"['31911673', '31911673']",2
1407672,VCV001407672,1367761716,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-11-25,Uncertain significance,Uncertain significance,,SCV002186461.4,conflicting_interpretations,['28492532'],1
409312,VCV000409312,1800757,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2023-03-02,Uncertain significance,Uncertain significance,,SCV004219453.1,conflicting_interpretations,"['10196379', '15172985', '30209399', '30458859', '26467025']",5
409312,VCV000409312,1800757,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-05-15,Likely benign,Likely benign,,SCV005100546.1,conflicting_interpretations,"['10196379', '30209399']",2
479193,VCV000479193,1555597195,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-01-02,Uncertain significance,Uncertain significance,,SCV000823209.7,conflicting_interpretations,"['30209399', '30209399', '28492532', '28492532']",4
479193,VCV000479193,1555597195,BRCA1,"CONFLICT: Lupski Lab, Baylor-Hopkins CMG, Baylor College of Medicine",,Multiple interpretations exist,Conflicting interpretations,2024-04-12,Likely benign,Likely benign,,SCV005402504.1,conflicting_interpretations,"['39142283', '34793697', '38645101']",3
682575,VCV000682575,587780801,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2018-10-26,Likely benign,Likely benign,,SCV001347894.1,conflicting_interpretations,['25741868'],1
682575,VCV000682575,587780801,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-05-07,Benign,Benign,,SCV003017274.3,conflicting_interpretations,['28492532'],1
1052861,VCV001052861,2154302764,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-12-02,Uncertain significance,Uncertain significance,,SCV001557088.5,conflicting_interpretations,['28492532'],1
1052861,VCV001052861,2154302764,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850093.1,conflicting_interpretations,"['31911673', '31911673']",2
409313,VCV000409313,886040272,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2022-02-04,Likely benign,Likely benign,,SCV002646596.2,conflicting_interpretations,"['30209399', '30458859']",2
409313,VCV000409313,886040272,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-09-26,Uncertain significance,Uncertain significance,,SCV000549293.7,conflicting_interpretations,"['34981296', '30209399', '30458859', '28492532']",4
1053267,VCV001053267,2053491671,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-09-30,Uncertain significance,Uncertain significance,,SCV001557567.5,conflicting_interpretations,['28492532'],1
